,SibSp,Parch,EFare,Pclass_2,Pclass_3,Sex_male,ETicket_B,ETicket_C,ETicket_D,ETicket_E,ECabin_B,ECabin_C,ECabin_D,ECabin_E,ECabin_F,ECabin_n,ETitle_Miss,ETitle_Mr,ETitle_Mrs,ETitle_Rare,ETitle_Rev,Embarked_Q,Embarked_S
519,0,0,2.18557925524,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
520,0,0,4.5485998345,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
521,0,0,2.18557925524,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
522,0,0,2.10717829665,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
523,0,1,4.07718483938,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
524,0,0,2.10768880462,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
525,0,0,2.16905370037,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
526,0,0,2.44234703537,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
527,0,0,5.40618114642,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
528,0,0,2.18885632767,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
529,2,1,2.52572864431,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
530,1,1,3.295836866,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
531,0,0,2.10768880462,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
532,1,1,2.10768880462,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
533,0,2,3.15095238134,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
534,0,0,2.26825241391,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
535,0,2,3.30505352111,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
536,0,0,3.3160025356,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
537,0,0,4.67679292966,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
538,0,0,2.74084002393,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
539,0,2,3.92197333628,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
540,0,2,4.27666611902,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
541,4,2,3.47429293673,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
542,4,2,3.47429293673,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
543,1,0,3.295836866,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
544,1,0,4.67679292966,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
545,0,0,3.295836866,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
546,1,0,3.295836866,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
547,0,0,2.69884126202,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
548,1,1,3.06921505031,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
549,1,1,3.6309854757,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
550,0,2,4.71745636379,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
551,0,0,3.295836866,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
552,0,0,2.17806441028,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
553,0,0,2.10717829665,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
554,0,0,2.17190676935,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
555,0,0,3.3160025356,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
556,1,0,3.70376806661,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
557,0,0,5.43164561354,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
558,1,1,4.39011880457,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
559,1,0,2.91235066461,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
560,0,0,2.16905370037,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
561,0,0,2.18557925524,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
562,0,0,2.67414864943,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
563,0,0,2.20276475771,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
564,0,0,2.20276475771,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
565,2,0,3.22485789655,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
566,0,0,2.18557925524,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
567,0,4,3.09444574649,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
568,0,0,2.10768880462,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
569,0,0,2.18089192272,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
570,0,0,2.44234703537,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
571,2,0,3.96041690062,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
572,0,0,3.31008670492,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
573,0,0,2.16905370037,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
574,0,0,2.20276475771,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
575,0,0,2.74084002393,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
576,0,0,2.63905732962,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
577,1,0,4.04129534113,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
578,1,0,2.73814607592,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
579,0,0,2.18885632767,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
580,1,1,3.43398720449,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
581,1,1,4.71745636379,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
582,0,0,3.295836866,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
583,0,0,3.71661620909,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
584,0,0,2.27341371569,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
585,0,2,4.39011880457,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
586,0,0,2.77258872224,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
587,1,1,4.38452351487,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
588,0,0,2.20276475771,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
589,0,0,2.20276475771,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
590,0,0,2.09494572822,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
591,1,0,4.37281811611,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
592,0,0,2.11021320035,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
593,0,2,2.16905370037,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
594,1,0,3.295836866,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
595,1,1,3.22485789655,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
596,0,0,3.52636052462,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
597,0,0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
598,0,0,2.10717829665,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
599,1,0,4.05922157524,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
600,2,1,3.33220451018,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
601,0,0,2.18557925524,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
602,0,0,3.77045944111,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
603,0,0,2.20276475771,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
604,0,0,3.3160025356,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
605,1,0,2.80638610182,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
606,0,0,2.18557925524,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
607,0,0,3.44998754583,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
608,1,2,3.75136587113,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
609,0,0,5.03995134843,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
610,1,5,3.47429293673,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
611,0,0,2.08567209143,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
612,1,0,2.80336038091,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
613,0,0,2.16905370037,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
614,0,0,2.20276475771,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
615,1,2,4.18965474203,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
616,1,1,2.73436750942,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
617,1,0,2.83907846351,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
618,2,1,3.68887945411,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
619,0,0,2.44234703537,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
620,1,0,2.73788081106,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
621,1,0,3.98069422519,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
622,1,1,2.81790261307,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
623,0,0,2.18089192272,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
624,0,0,2.83907846351,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
625,0,0,3.50618182661,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
626,0,0,2.59151638485,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
627,0,0,4.368919865,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
628,0,0,2.18557925524,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
629,0,0,2.1671433053,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
630,0,0,3.43398720449,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
631,0,0,2.0861936945,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
632,0,0,3.44998754583,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
633,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
634,3,2,3.36384159512,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
635,0,0,2.63905732962,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
636,0,0,2.18885632767,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
637,1,1,3.30505352111,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
638,0,5,3.70592091997,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
639,1,0,2.83907846351,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
640,0,0,2.18089192272,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
641,0,0,4.25277179882,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
642,3,2,3.36384159512,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
643,0,0,4.05171190166,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
644,2,1,3.00856458612,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
645,1,0,4.35323099115,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
646,0,0,2.18557925524,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
647,0,0,3.59731226059,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
648,0,0,2.14593128295,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
649,0,0,2.14593128295,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
650,0,0,2.18557925524,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
651,0,1,3.17805383035,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
652,0,0,2.24424598241,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
653,0,0,2.17806441028,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
654,0,0,2.04769284337,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
655,2,0,4.31079912539,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
656,0,0,2.18557925524,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
657,1,1,2.80336038091,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
658,0,0,2.63905732962,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
659,0,2,4.73860782422,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
660,2,0,4.90267881926,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
661,0,0,2.10717829665,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
662,0,0,3.28044118053,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
663,0,0,2.13957192373,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
664,1,0,2.18885632767,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
665,2,0,4.31079912539,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
666,0,0,2.63905732962,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
667,0,0,2.17190676935,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
668,0,0,2.20276475771,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
669,1,0,3.97029191355,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
670,1,1,3.68887945411,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
671,1,0,3.97029191355,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
672,0,0,2.44234703537,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
673,0,0,2.63905732962,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
674,0,0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
675,0,0,2.17190676935,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
676,0,0,2.20276475771,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
677,0,0,2.38339981028,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
678,1,6,3.86911550442,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
679,0,1,6.24091735476,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
680,0,0,2.21238682508,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
681,0,0,4.35323099115,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
682,0,0,2.32483570193,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
683,5,2,3.86911550442,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
684,1,1,3.68887945411,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
685,1,2,3.75136587113,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
686,4,1,3.70592091997,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
687,0,0,2.41330323093,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
688,0,0,2.17427433483,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
689,0,1,5.35817698995,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
690,1,0,4.06044301055,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
691,0,1,2.66838725685,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
692,0,0,4.05171190166,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
693,0,0,2.10717829665,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
694,0,0,3.3160025356,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
695,0,0,2.67414864943,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
696,0,0,2.20276475771,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
697,0,0,2.1671433053,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
698,1,1,4.71745636379,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
699,0,0,2.15755932094,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
700,1,0,5.43164561354,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
701,0,0,3.30642872188,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
702,0,1,2.73788081106,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
703,0,0,2.16810467876,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
704,1,0,2.18089192272,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
705,0,0,3.295836866,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
706,0,0,2.67414864943,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
707,0,0,3.30642872188,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
708,0,0,5.02749241116,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
709,1,1,2.78783441383,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
710,0,0,3.92205650114,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
711,0,0,3.3160025356,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
712,1,0,3.97029191355,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
713,0,0,2.34978351482,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
714,0,0,2.63905732962,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
715,0,0,2.15755932094,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
716,0,0,5.43164561354,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
717,0,0,2.44234703537,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
718,0,0,2.80336038091,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
719,0,0,2.17190676935,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
720,0,1,3.52636052462,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
721,1,0,2.0861936945,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
722,0,0,2.63905732962,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
723,0,0,2.63905732962,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
724,1,0,3.99083418585,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
725,0,0,2.26825241391,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
726,3,0,3.09104245336,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
727,0,0,2.16762410756,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
728,1,0,3.295836866,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
729,1,0,2.18885632767,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
730,0,0,5.35817698995,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
731,0,0,2.98505042521,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
732,0,0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
733,0,0,2.63905732962,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
734,0,0,2.63905732962,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
735,0,0,2.83907846351,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
736,1,3,3.56600535596,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
737,0,0,6.24091735476,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
738,0,0,2.18557925524,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
739,0,0,2.18557925524,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
740,0,0,3.43398720449,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
741,1,0,4.38014987466,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
742,2,2,5.57357887212,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
743,1,0,2.83907846351,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
744,0,0,2.18885632767,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
745,1,1,4.27666611902,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
746,1,1,3.05635689537,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
747,0,0,2.63905732962,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
748,1,0,3.99083418585,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
749,0,0,2.16905370037,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
750,1,1,3.17805383035,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
751,0,1,2.6008361168,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
752,0,0,2.35137525716,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
753,0,0,2.18557925524,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
754,1,2,4.18965474203,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
755,1,1,2.74084002393,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
756,0,0,2.17427433483,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
757,0,0,2.52572864431,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
758,0,0,2.20276475771,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
759,0,0,4.47163879336,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
760,0,0,2.74084002393,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
761,0,0,2.09494572822,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
762,0,0,2.10768880462,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
763,1,2,4.7957905456,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
764,0,0,2.17190676935,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
765,1,0,4.368919865,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
766,0,0,3.70376806661,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
767,0,0,2.16905370037,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
768,1,0,3.22485789655,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
769,0,0,2.23671234884,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
770,0,0,2.35137525716,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
771,0,0,2.18089192272,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
772,0,0,2.44234703537,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
773,0,0,2.10717829665,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
774,1,3,3.17805383035,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
775,0,0,2.16905370037,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
776,0,0,2.16905370037,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
777,0,0,2.6008361168,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
778,0,0,2.16762410756,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
779,0,1,5.35817698995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
